,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
HD53680,0.5,0.49899681265215023,0.4997462005770229,0.5028839068182366,0.5000106844202599,0.4971374620222832,0.5002271319965833,0.5000714366299656,0.49991574126334787,0.4997600458967301,0.49960435053011243,0.4994486551634947,0.49929295979687693,0.49913726443025924,0.4989815690636415,0.49882587369702375,0.49867017833040606,0.4985144829637883,0.4983587875971706,0.49820309223055287,0.4980473968639351,0.49789170149731743,0.4977360061306997,0.49758031076408193,0.49742461539746424,0.4972689200308465,0.4971132246642288,0.49695752929761106,0.49630495336596014,0.49565237743430923,0.49659135062620313,0.49753032381809703,0.49846929700999093,0.49940827020188483,0.5003472433937788,0.5012862165856726,0.4992210416715213,0.49922857333108195,0.49923610499064264,0.49924363665020327,0.4992511683097639,0.4992586999693246,0.4992662316288852,0.4992737632884459,0.49928129494800655,0.4992888266075672,0.49929635826712787,0.4993038899266885,0.49931142158624914,0.4993189532458098,0.49932648490537046,0.49933401656493115,0.4993415482244918,0.4993490798840524,0.4993566115436131,0.49936414320317374,0.49937167486273437,0.49937920652229506,0.4993867381818557,0.4993942698414163,0.499401801500977,0.49940933316053765,0.49941686482009834,0.49942439647965897,0.4994319281392196,0.4994394597987803,0.4994469914583409,0.49945452311790156,0.49946205477746225,0.4994695864370229,0.49947711809658357,0.4994846497561442,0.49949218141570484,0.49949971307526553,0.49950724473482616,0.4995147763943868,0.4995223080539475,0.4995298397135081,0.4995373713730688,0.49954490303262944,0.4995524346921901,0.49955996635175076,0.4995674980113114,0.501174389251974,0.5002808772268704,0.4993873652017669,0.4984938531766634,0.49685597035691054,0.49698527854388735,0.4971145867308641,0.49724389491784093,0.49737320310481775,0.4975025112917945,0.49763181947877133,0.49776112766574815,0.4978904358527249,0.49801974403970173,0.49814905222667855,0.4982783604136553,0.4984076686006321,0.5004023857130051,0.5008138393215372
V*-RT-Cet,0.5,0.4901238706287333,0.49211063056926163,0.4940973905097899,0.4960841504503182,0.4980709103908465,0.49838458823678644,0.49869826608272644,0.49901194392866643,0.4993256217746064,0.4996392996205463,0.4999529774664863,0.5002666553124263,0.5005803331583663,0.5008940110043062,0.5012076888502461,0.5015213666961862,0.5018350445421261,0.5021487223880661,0.5024624002340061,0.5027760780799461,0.503089755925886,0.5033325015029454,0.5035752470800049,0.5038179926570643,0.5040607382341237,0.5043034838111832,0.5045462293882426,0.504505416967808,0.5044646045473734,0.5044237921269389,0.5043829797065043,0.5043421672860697,0.5043013548656352,0.5042605424452006,0.504219730024766,0.5041789176043314,0.5041381051838969,0.5040972927634623,0.5040564803430277,0.5040156679225932,0.5039748555021586,0.5039340430817241,0.5038932306612894,0.5038524182408549,0.5038116058204204,0.5037707933999858,0.5037299809795512,0.5036891685591166,0.5036483561386821,0.5036075437182475,0.5035667312978129,0.5035259188773784,0.5034851064569438,0.5034442940365093,0.5034034816160746,0.5033626691956401,0.5033218567752056,0.503281044354771,0.5032402319343364,0.5031994195139018,0.5031586070934673,0.5031177946730326,0.5030769822525981,0.5030361698321636,0.502995357411729,0.5029545449912944,0.5029137325708598,0.5028729201504253,0.5028321077299908,0.5027912953095561,0.5027504828891216,0.502709670468687,0.5026688580482525,0.5026280456278178,0.5025872332073833,0.5025464207869488,0.5025056083665141,0.5024647959460796,0.502423983525645,0.5023831711052105,0.502342358684776,0.5023015462643413,0.5022607338439068,0.5022199214234722,0.5021791090030376,0.502138296582603,0.5020974841621685,0.502056671741734,0.5020158593212993,0.5019750469008648,0.5019342344804302,0.5018934220599957,0.5017407962828329,0.50158817050567,0.5014355447285072,0.5012829189513442,0.5011302931741815,0.5009776673970185,0.5008250416198557,0.5006724158426928,0.50051979006553
BP_CRU,0.5,0.5045018167389117,0.5031125896462826,0.5017233625536536,0.5003341354610245,0.5000550369523689,0.49977593844371315,0.4997957528521076,0.499815567260502,0.49983538166889646,0.4998551960772909,0.49987501048568533,0.49989482489407977,0.4999146393024742,0.4999344537108687,0.49995426811926313,0.49997408252765757,0.499993896936052,0.5000137113444464,0.5000335257528409,0.5000533401612353,0.5000731545696298,0.5000929689780242,0.5001127833864186,0.5001325977948131,0.5001524122032075,0.500172226611602,0.5001920410199964,0.5002118554283909,0.5002316698367852,0.5002514842451797,0.5002712986535741,0.5002911130619686,0.500310927470363,0.5003307418787575,0.5003505562871519,0.5003703706955464,0.5003901851039408,0.5004099995123352,0.5004298139207297,0.5004496283291241,0.5004694427375186,0.500489257145913,0.5005090715543075,0.5005288859627018,0.5005487003710963,0.5005685147794907,0.5005883291878852,0.5006081435962796,0.5006279580046741,0.5006477724130685,0.500667586821463,0.5006874012298574,0.5007072156382518,0.5007270300466463,0.5007468444550407,0.5007666588634352,0.5007864732718296,0.5008062876802241,0.5008261020886184,0.5008459164970129,0.5008657309054073,0.5008855453138018,0.5009053597221962,0.5009251741305907,0.5009449885389851,0.5009648029473796,0.5009846173557739,0.5010044317641684,0.5010242461725629,0.5010440605809573,0.5010638749893518,0.5010836893977462,0.5011035038061407,0.501123318214535,0.5011431326229295,0.5011629470313239,0.5011827614397184,0.5012025758481128,0.5012223902565073,0.5012422046649017,0.5012620190732962,0.5012818334816905,0.501301647890085,0.5013214622984795,0.5013412767068739,0.5013610911152684,0.5013809055236628,0.5014007199320573,0.5014205343404516,0.5014403487488461,0.5014601631572405,0.501479977565635,0.5014997919740294,0.5015196063824239,0.5015394207908183,0.5015592351992127,0.5015790496076071,0.5015988640160016,0.49907100374971125,0.4965431434834209,0.5013103282707473
HD29305,0.5,0.4941106208331405,0.5075013205208014,0.5069982240761954,0.5064951276315894,0.5059920311869834,0.5054889347423775,0.5049858382977715,0.5044827418531656,0.5039796454085596,0.5034765489639536,0.5029734525193477,0.5024703560747417,0.5019672596301357,0.5014641631855297,0.5009610667409237,0.5004579702963177,0.4999548738517117,0.4994517774071057,0.4989486809624998,0.4984455845178938,0.4979424880732878,0.49743939162868184,0.49693629518407584,0.49643319873946984,0.4959301022948639,0.4954270058502579,0.4949239094056519,0.49442081296104595,0.49391771651643995,0.49341462007183395,0.492911523627228,0.492408427182622,0.49249972740802994,0.4925910276334378,0.49268232785884575,0.4927736280842536,0.49286492830966155,0.49295622853506943,0.49304752876047736,0.4931388289858853,0.49323012921129317,0.4933214294367011,0.493412729662109,0.4935040298875169,0.4935953301129248,0.4936866303383327,0.49377793056374064,0.4938692307891485,0.49396053101455645,0.4940518312399643,0.49414313146537225,0.49423443169078013,0.49432573191618806,0.494417032141596,0.49450833236700387,0.4945996325924118,0.4946909328178197,0.4947822330432276,0.4948735332686355,0.4949648334940434,0.49505613371945134,0.4951474339448592,0.49523873417026715,0.495330034395675,0.49542133462108295,0.49551263484649083,0.49560393507189876,0.4956952352973067,0.49578653552271457,0.4958778357481225,0.4959691359735304,0.4960604361989383,0.4961517364243462,0.4962430366497541,0.49633433687516204,0.4964256371005699,0.49651693732597785,0.4966082375513857,0.49669953777679365,0.49679083800220153,0.49688213822760946,0.48762602517923537,0.488690131228075,0.4897542372769146,0.49081834332575414,0.49188244937459374,0.49294655542343335,0.49401066147227296,0.4950747675211125,0.4961388735699521,0.49720297961879173,0.49826708566763134,0.49933119171647095,0.5003952977653106,0.5014594038141501,0.5025235098629897,0.5035876159118293,0.5046517219606689,0.5057158280095085,0.5067799340583481,0.5014996189004743
HD107383,0.5,0.4959068771487435,0.4997727894872671,0.4993796948238578,0.4989866001604485,0.4985935054970392,0.49820041083362987,0.49780731617022056,0.49741422150681125,0.49702112684340194,0.49662803217999263,0.4962349375165833,0.495841842853174,0.4954487481897647,0.498539161601223,0.49921526733237787,0.49989137306353276,0.5005674787946877,0.5012435845258425,0.49863331434355085,0.49891904929725456,0.4992047842509582,0.4994905192046619,0.49975500488174524,0.5005174922226018,0.5012799795634583,0.5020424669043148,0.5020819442113342,0.5021214215183537,0.5021608988253732,0.5022003761323927,0.5022398534394121,0.5022793307464316,0.5023188080534511,0.5023582853604706,0.50239776266749,0.5024372399745095,0.502476717281529,0.5025161945885485,0.5025556718955679,0.5025951492025874,0.5026346265096068,0.5026741038166262,0.5027135811236457,0.5027530584306652,0.5027925357376847,0.5028320130447042,0.5028714903517236,0.5029109676587431,0.5029504449657626,0.502989922272782,0.5030293995798015,0.503068876886821,0.5031083541938405,0.50314783150086,0.5031873088078794,0.5032267861148989,0.5032662634219184,0.5033057407289379,0.5033452180359573,0.5033846953429768,0.5034241726499963,0.5034636499570158,0.5035031272640352,0.5035426045710547,0.5035820818780742,0.5036215591850937,0.5036610364921131,0.5037005137991326,0.503739991106152,0.5037794684131714,0.5038189457201909,0.5038584230272104,0.5038979003342299,0.5039373776412494,0.5039768549482688,0.5040163322552883,0.5040558095623078,0.5040952868693273,0.5041347641763467,0.5041742414833662,0.5042137187903857,0.5042531960974052,0.5042926734044246,0.5005109413646349,0.5005907602499172,0.5006705791351995,0.5007503980204818,0.5008302169057642,0.5009100357910465,0.5009898546763288,0.5010696735616111,0.5018539753194236,0.5017489439880434,0.5016439126566632,0.501538881325283,0.5014338499939028,0.5004006817567769,0.5003408828010966,0.5002810838454164,0.500221284889736,0.51667975385675
HD183324,0.5,0.5001451877931989,0.5000026772720129,0.49986016675082673,0.4997176562296406,0.4991622564533246,0.4990708777224174,0.4989794989915102,0.498888120260603,0.4987967415296958,0.4987752127380927,0.49875368394648967,0.49873215515488656,0.4987106263632835,0.49868909757168045,0.4986675687800774,0.49864603998847434,0.4986245111968713,0.49860298240526824,0.4985814536136651,0.4985599248220621,0.498538396030459,0.49775809250453423,0.4969777889786095,0.4961974854526847,0.49541718192676,0.4946368784008352,0.494754747658852,0.4948726169168688,0.4949904861748856,0.4951083554329024,0.4952262246909192,0.495344093948936,0.4954619632069528,0.4955798324649696,0.4956977017229864,0.4958155709810032,0.49593344023902003,0.4960513094970368,0.4961691787550536,0.4962870480130704,0.4964049172710872,0.49652278652910403,0.4966406557871208,0.4967585250451376,0.4968763943031544,0.4969942635611712,0.49711213281918804,0.4972300020772048,0.4973478713352216,0.49746574059323845,0.4975836098512552,0.49770147910927204,0.4978193483672888,0.49793721762530563,0.49805508688332245,0.4981729561413392,0.49829082539935604,0.4984086946573728,0.49852656391538963,0.49864443317340645,0.4987623024314232,0.49888017168944004,0.4989980409474568,0.49911591020547363,0.49923377946349046,0.4993516487215072,0.49946951797952405,0.4995873872375408,0.49970525649555764,0.49929448632157875,0.4988837161475999,0.498472945973621,0.4980621757996422,0.4976514056256633,0.49833903558256654,0.4990266655394698,0.4994982907970297,0.4999699160545895,0.5004415413121495,0.5009131665697093,0.5011531847498102,0.502243831072768,0.5023238382932351,0.5024038455137022,0.5024838527341693,0.5025638599546364,0.5026438671751035,0.5005165882191783,0.49838930926325326,0.49988445697011286,0.5013796046769724,0.5014597886026264,0.5015399725282804,0.5007830309315603,0.5000260893348403,0.49926914773812014,0.49851220614140007,0.49775526454467994,0.49699832294795987,0.49849003189979757,0.49998174085163527
KW_Hya,0.5,0.44857208271356763,0.4388052820770352,0.4411142347399012,0.44342318740276726,0.4457321400656333,0.42980414362694275,0.4138761471882523,0.42135662517903005,0.43493565573715814,0.4181761757555208,0.4014166957738835,0.38465721579224615,0.4155113529263076,0.4439165859637013,0.47232181900109504,0.5007270520384888,0.48734051808645584,0.5017869894227972,0.5162334607591386,0.5306799320954799,0.49780352101742487,0.4874647282890161,0.5032335502671514,0.4982726506712547,0.493311751075358,0.49790855757102764,0.4941401952140483,0.5116680258775672,0.5044558828507206,0.49724373982387404,0.5005279834743053,0.49911164901713473,0.4976953145599642,0.49627898010279364,0.4948626456456231,0.4978490755409407,0.5027042010918585,0.5040755431173598,0.4988765755786441,0.4985814188336715,0.4925700483247163,0.49562434640644204,0.4980261951156813,0.4990101071875368,0.49999401925939224,0.5043967103289055,0.49172693434224407,0.49824268260860294,0.5047584308749619,0.5017237598060578,0.4986890887371537,0.4956544176682496,0.4926197465993455,0.4895850755304414,0.4865504044615373,0.48351573339263326,0.48048106232372917,0.4774463912548251,0.474411720185921,0.4713770491170169,0.4683423780481128,0.4653077069792087,0.46012470548829765,0.4549417039973866,0.44975870250647554,0.4570881757274294,0.4644176489483833,0.4717471221693371,0.46579526392448456,0.45984340567963206,0.4538915474347795,0.4431491020012989,0.4604289203997989,0.4777087387982988,0.4687180979048236,0.45972745701134843,0.4507368161178732,0.441746175224398,0.47956174745013413,0.47219192959692263,0.5173276838098357,0.5095211675784008,0.5017146513469659,0.49180659492943735,0.49907601280741887,0.49462088566954965,0.505219273625332,0.5041168528869119,0.4904581790250164,0.4982584104785379,0.4984760843237609,0.4422536284212236,0.459374855379462,0.4590591873656138,0.5065560655474081,0.489815110437395,0.4978320151072473,0.4887692048659378,0.38296903020096934,0.4268489591378903,0.4038655055326482
HD135591,0.5,0.5054649232580737,0.5044080509800006,0.5033511787019275,0.5022943064238544,0.5012374341457814,0.5001805618677082,0.49912368958963516,0.49806681731156205,0.49882582132198505,0.499584825332408,0.5003438293428311,0.501102833353254,0.501861837363677,0.5026208413741,0.503379845384523,0.5042448601110044,0.5051098748374859,0.5051510126332068,0.5051921504289277,0.5052332882246485,0.5052744260203694,0.5053155638160903,0.5053567016118112,0.5053978394075321,0.5054389772032529,0.5054801149989738,0.5055212527946947,0.5055623905904156,0.5056035283861365,0.5056446661818573,0.5056858039775782,0.5057269417732991,0.50576807956902,0.5058092173647408,0.5058503551604617,0.5058914929561826,0.5059326307519035,0.5059737685476244,0.5060149063433452,0.5060560441390661,0.506097181934787,0.5061383197305079,0.5061794575262288,0.5062205953219496,0.5062617331176705,0.5063028709133914,0.5063440087091123,0.5063851465048332,0.506426284300554,0.5064674220962749,0.5065085598919958,0.5065496976877167,0.5065908354834376,0.5066319732791584,0.5066731110748793,0.5067142488706002,0.5067553866663211,0.506796524462042,0.5068376622577628,0.5068788000534837,0.5069199378492046,0.5069610756449255,0.5070022134406463,0.5070433512363672,0.5070844890320881,0.507125626827809,0.5071667646235299,0.5072079024192507,0.5072490402149716,0.5072901780106925,0.5073313158064134,0.5073724536021343,0.5074135913978551,0.507454729193576,0.5074958669892969,0.5075370047850178,0.5075781425807387,0.5076192803764595,0.5076604181721804,0.5077015559679013,0.5077426937636222,0.5077838315593431,0.5078249693550639,0.5078661071507848,0.5079072449465057,0.5079483827422266,0.5079895205379474,0.5080306583336683,0.5080717961293892,0.5081129339251101,0.508154071720831,0.5081952095165518,0.5082363473122727,0.5082774851079936,0.5083186229037145,0.5083597606994354,0.5084008984951562,0.5084420362908771,0.508483174086598,0.5055903197507563,0.5026974654149146
HD148937,0.5,0.5088491066784425,0.500606769808377,0.4923644329383116,0.4841220960682462,0.5128434698683754,0.5415648436685045,0.5702862174686336,0.5990075912687628,0.627728965068892,0.6564503388690212,0.6851717126691503,0.7138930864692794,0.7426144602694087,0.7713358340695378,0.8000572078696669,0.8287785816697961,0.8574999554699252,0.8862213292700545,0.9149427030701835,0.9436640768703127,0.9296865870549984,0.9157090972396842,0.9017316074243699,0.8877541176090555,0.8229767609697526,0.7581994043304496,0.6934220476911466,0.6286446910518437,0.5638673344125407,0.4990899777732377,0.497005553777148,0.4949211297810583,0.4928367057849685,0.4907522817888788,0.5035204975178784,0.5027702106857844,0.5020199238536904,0.5012696370215964,0.5005193501895024,0.4997690633574085,0.4990187765253145,0.4982684896932205,0.49833539401370475,0.4984022983341889,0.5000351538250929,0.501668009315997,0.503300864806901,0.49559094302772577,0.4878810212485506,0.5655450614614715,0.5586887107931863,0.5518323601249009,0.5449760094566156,0.5381196587883302,0.531263308120045,0.5295961156207434,0.5279289231214418,0.5262617306221402,0.5245945381228386,0.5229273456235369,0.5212601531242353,0.5195929606249338,0.5179257681256322,0.5162585756263306,0.514591383127029,0.5129241906277274,0.5112569981284258,0.5095898056291241,0.5079226131298226,0.506255420630521,0.5045882281312194,0.5029210356319178,0.7202403808766311,0.9375597261213443,0.8288250631694196,0.7200904002174948,0.61135573726557,0.5026210743136453,0.5129860038378082,0.5103262537352066,0.507666503632605,0.5050067535300033,0.5029475936999518,0.5008884338699002,0.4951984432282744,0.5077654055121696,0.5021477719089698,0.49653013830576986,0.504500573630196,0.5028154171917141,0.5011302607532322,0.49944510431475037,0.4994789668140853,0.4995128293134203,0.49954669181275524,0.49958055431209025,0.4996144168114252,0.49964827931076017,0.5000276721668628,0.5004070650229656,0.5007864578790683
HD319699,0.5,0.5006156332891869,0.5004181245208537,0.5002206157525205,0.5000231069841873,0.49982559821585415,0.4996280894475209,0.4994305806791877,0.49923307191085453,0.49903556314252134,0.49883805437418816,0.49864054560585497,0.4984430368375218,0.4982455280691886,0.4980480193008554,0.49785051053252216,0.497653001764189,0.4974554929958558,0.4972579842275226,0.4970604754591894,0.4972001569798399,0.49733983850049035,0.4974795200211408,0.4976192015417913,0.49775888306244176,0.49789856458309223,0.4980382461037427,0.49817792762439317,0.49831760914504364,0.4984572906656941,0.4985969721863446,0.49873665370699505,0.4988763352276455,0.499016016748296,0.49915569826894646,0.4992953797895969,0.4994350613102474,0.49957474283089787,0.49971442435154834,0.4998541058721988,0.4999937873928493,0.5001334689134997,0.5002731504341502,0.5004128319548007,0.5005525134754512,0.5006921949961016,0.5008318765167521,0.5009715580374026,0.501111239558053,0.5012509210787035,0.501390602599354,0.5015302841200044,0.5016699656406549,0.5018096471613054,0.5019493286819559,0.5020890102026063,0.5022286917232568,0.5023683732439073,0.5025080547645577,0.5026477362852082,0.5027874178058587,0.5029270993265091,0.5030667808471596,0.5032064623678101,0.5033461438884606,0.503485825409111,0.5036255069297615,0.503765188450412,0.5039048699710624,0.5040445514917129,0.5041842330123634,0.5043239145330138,0.5040522016489529,0.5037804887648919,0.503508775880831,0.50323706299677,0.502965350112709,0.5026936372286481,0.5024219243445871,0.5021502114605262,0.5018784985764653,0.5016067856924042,0.5013350728083433,0.5010633599242823,0.5007916470402214,0.5005199341561605,0.5002482212720994,0.49997650838803853,0.49970479550397756,0.4994330826199166,0.4991613697358556,0.4988896568517947,0.49861794396773373,0.49834623108367276,0.4980745181996118,0.4978028053155509,0.4975310924314899,0.49725937954742894,0.49698766666336797,0.49671595377930705,0.4964442408952461,0.4961725280111851
