,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
HD53680,0.938340039853761,0.49045309063613796,0.63794244029233,0.9030127887801479,0.8318108200946247,0.6119682234040391,0.6270000973837698,0.6420319713635005,0.6570638453432313,0.672095719322962,0.6871275933026927,0.7021594672824234,0.717191341262154,0.7322232152418847,0.7472550892216154,0.7622869632013461,0.7773188371810769,0.7923507111608076,0.8073825851405383,0.7644959549187134,0.6229845041141778,0.5074384391813234,0.3918923742484689,0.6485307928022485,0.6431435243579663,0.6377562559136841,0.632368987469402,0.6269817190251198,0.6215944505808376,0.6162071821365555,0.6108199136922733,0.6054326452479912,0.6000453768037091,0.5946581083594269,0.5892708399151447,0.5838835714708626,0.5784963030265804,0.5731090345822982,0.5677217661380161,0.5623344976937339,0.5569472292494517,0.5719656316631598,0.5869840340768679,0.617842601635221,0.6487011691935739,0.6795597367519269,0.7104183043102799,0.7412768718686329,0.6711433994336964,0.6695805443077673,0.6680176891818381,0.666454834055909,0.6648919789299798,0.6633291238040506,0.6617662686781215,0.6602034135521924,0.6586405584262632,0.6570777033003341,0.6555148481744049,0.6539519930484757,0.6523891379225466,0.6508262827966175,0.6492634276706883,0.6477005725447592,0.6461377174188301,0.6445748622929008,0.6430120071669717,0.6414491520410426,0.6398862969151135,0.6383234417891843,0.6367605866632552,0.635197731537326,0.6336348764113968,0.6320720212854677,0.6305091661595386,0.6289463110336094,0.6273834559076803,0.6258206007817511,0.6242577456558219,0.6226948905298928,0.6211320354039637,0.5597742375158279,0.49841643962769205,0.5324670168110104,0.5665175939943287,0.6005681711776469,0.5082247623414704,0.4437226212912557,0.37922048024104105,0.3147183391908264,0.4800856586102888,0.7587830938355752,0.7448158723355459,0.7308486508355166,0.7168814293354874,0.7029142078354581,0.688946986335429,0.6749797648353997,0.6610125433353704,0.6470453218353411,0.6330781003353119,0.8017496014167544
V*-RT-Cet,0.8732991475242716,0.9089026532478792,0.9514174918367673,0.9480810482449099,0.9447446046530527,0.9414081610611953,0.938071717469338,0.9347352738774807,0.9313988302856233,0.9280623866937661,0.9247259431019087,0.9213894995100513,0.9180530559181941,0.9147166123263367,0.9113801687344795,0.9080437251426221,0.9047072815507647,0.9013708379589075,0.8980343943670501,0.8946979507751928,0.8913615071833355,0.8880250635914781,0.8846886199996209,0.8813521764077635,0.8780157328159062,0.8746792892240489,0.8713428456321916,0.8680064020403342,0.8646699584484769,0.8613335148566196,0.8579970712647623,0.854660627672905,0.8513241840810476,0.8479877404891903,0.844651296897333,0.8413148533054757,0.8379784097136184,0.834641966121761,0.8313055225299038,0.8279690789380464,0.7564337871013066,0.6848984952645667,0.6133632034278269,0.6007466045344403,0.5881300056410537,0.575513406747667,0.5628968078542804,0.5502802089608938,0.5376636100675072,0.5250470111741207,0.512430412280734,0.4998138133873474,0.4871972144939608,0.5425421822733494,0.5978871500527378,0.6532321178321264,0.6359174199499518,0.6186027220677771,0.6012880241856025,0.5839733263034279,0.5666586284212533,0.5493439305390786,0.5320292326569039,0.5147145347747293,0.4973998368925547,0.48008513901038,0.4627704411282054,0.44545574324603077,0.4281410453638561,0.41082634748168145,0.39351164959950685,0.3761969517173322,0.3049927388023479,0.23378852588736354,0.1625843129723792,0.1597110531331756,0.156837793293972,0.15396453345476838,0.15109127361556476,0.14821801377636115,0.14534475393715754,0.14247149409795393,0.13959823425875031,0.1367249744195467,0.1338517145803431,0.13097845474113948,0.12810519490193586,0.12523193506273225,0.12235867522352864,0.11948541538432503,0.11661215554512142,0.1137388957059178,0.11086563586671419,0.10799237602751058,0.10511911618830697,0.10224585634910335,0.09937259650989974,0.09649933667069613,0.0723745025030221,0.048249668335348064,0.024124834167674025,0.0
BP_CRU,0.6408397728053367,0.6382945306445212,0.6352032534520083,0.6321119762594954,0.6290206990669824,0.6259294218744695,0.6228381446819566,0.6285484750389877,0.6254045428942112,0.6222606107494348,0.6191166786046584,0.6159727464598819,0.6128288143151055,0.609684882170329,0.6065409500255525,0.6033970178807762,0.6002530857359997,0.5971091535912232,0.5939652214464467,0.5908212893016703,0.5876773571568938,0.5845334250121174,0.581389492867341,0.5782455607225645,0.575101628577788,0.5719576964330116,0.5688137642882352,0.5656698321434587,0.5625258999986822,0.5593819678539058,0.5562380357091293,0.5530941035643528,0.5499501714195765,0.5468062392748,0.5436623071300235,0.5405183749852471,0.5373744428404706,0.5342305106956942,0.5310865785509178,0.5279426464061413,0.5247987142613648,0.5216547821165884,0.518510849971812,0.5801421224888823,0.5776389031941322,0.5830306900526453,0.5569628181564301,0.5519403698842638,0.5469179216120975,0.5418954733399312,0.5368730250677649,0.5318505767955986,0.5268281285234323,0.521805680251266,0.5167832319790996,0.5117607837069333,0.506738335434767,0.5017158871626007,0.4966934388904344,0.4916709906182681,0.4866485423461018,0.4816260940739355,0.47660364580176917,0.4715811975296028,0.4665587492574365,0.4615363009852702,0.4565138527131039,0.4514914044409376,0.44646895616877125,0.441446507896605,0.43642405962443864,0.43140161135227234,0.42637916308010604,0.42135671480793974,0.41633426653577343,0.4113118182636071,0.40628936999144083,0.40126692171927447,0.4036036655049389,0.4059404092906034,0.4082771530762679,0.41061389686193234,0.4129506406475968,0.41528738443326124,0.4176241282189257,0.41996087200459015,0.42229761579025465,0.4246343595759191,0.42697110336158356,0.429307847147248,0.43164459093291246,0.4339813347185769,0.4363180785042414,0.4386548222899059,0.44099156607557033,0.4433283098612348,0.44566505364689923,0.44800179743256374,0.4503385412182282,0.45267528500389265,0.1843001015395357,0.19008940702667446
HD29305,1.0,0.25100399995151595,0.2846495683852955,0.31829513681907506,0.3519407052528546,0.3855862736866341,0.4192318421204137,0.4528774105541932,0.43942246180867595,0.4259675130631587,0.41251256431764144,0.39905761557212416,0.3856026668266069,0.3721477180810896,0.35869276933557237,0.3452378205900551,0.3317828718445378,0.3183279230990206,0.3048729743535033,0.291418025607986,0.27796307686246874,0.26450812811695146,0.25105317937143423,0.23759823062591695,0.2241432818803997,0.22742200879869515,0.23070073571699057,0.23397946263528602,0.23725818955358147,0.24053691647187692,0.24381564339017234,0.2470943703084678,0.2503730972267632,0.25365182414505866,0.2569305510633541,0.21613658083507756,0.175342610606801,0.2217207670418765,0.25586410521345204,0.2900074433850276,0.3241507815566031,0.35829411972817865,0.357995958609083,0.3576977974899873,0.35739963637089167,0.35710147525179603,0.35680331413270033,0.3565051530136047,0.35620699189450905,0.35590883077541335,0.3556106696563177,0.35531250853722207,0.3550143474181264,0.35471618629903073,0.3544180251799351,0.3541198640608394,0.35382170294174375,0.3535235418226481,0.3532253807035524,0.3529272195844568,0.35262905846536113,0.35233089734626544,0.3520327362271698,0.35173457510807415,0.35143641398897846,0.3511382528698828,0.3508400917507872,0.3505419306316915,0.35024376951259584,0.31376145322656523,0.2950885986298811,0.2764157440331971,0.257742889436513,0.23907003483982892,0.22039718024314484,0.20172432564646076,0.18305147104977668,0.1643786164530926,0.14570576185640852,0.12703290725972444,0.1448141099750544,0.16259531269038438,0.18037651540571434,0.19815771812104432,0.21593892083637428,0.23372012355170424,0.2515013262670342,0.26928252898236416,0.28706373169769417,0.3048449344130241,0.3226261371283541,0.34040733984368404,0.358188542559014,0.375969745274344,0.39375094798967397,0.3610420063894484,0.32833306478922286,0.29562412318899733,0.26291518158877175,0.2302062399885462,0.19749729838832064,0.3252067532910941
HD107383,0.8709345108132249,0.8685218556538714,0.872985680240405,0.8774495048269387,0.9245953314401453,0.8862019892464549,0.8733225085714273,0.9031343702718101,0.9329462319721928,0.9302651243745051,0.9275840167768175,0.9249029091791298,0.9222218015814422,0.9195406939837545,0.9168595863860668,0.9141784787883791,0.9114973711906914,0.9088162635930037,0.9061351559953161,0.9034540483976284,0.9007729407999407,0.898091833202253,0.8954107256045654,0.8927296180068777,0.89004851040919,0.8873674028115024,0.8846862952138147,0.882005187616127,0.9174056482229496,0.9106528965236425,0.9039001448243353,0.8971473931250283,0.8903946414257212,0.8836418897264141,0.8768891380271071,0.8701363863278,0.8633836346284929,0.860644426561866,0.857905218495239,0.8551660104286122,0.8577241601256617,0.8563902773211687,0.8550563945166756,0.8597416538432935,0.8669503007168785,0.8741589475904635,0.8735401581932097,0.872921368795956,0.8723025793987023,0.8716837900014485,0.8710650006041948,0.870446211206941,0.8698274218096872,0.8692086324124335,0.8685898430151797,0.8679710536179259,0.8673522642206722,0.8667334748234184,0.8661146854261648,0.865495896028911,0.8648771066316572,0.8642583172344035,0.8636395278371497,0.8630207384398959,0.8624019490426422,0.8617831596453884,0.8611643702481346,0.860545580850881,0.8599267914536272,0.8593080020563734,0.8586892126591197,0.8580704232618659,0.8582197977452368,0.8583691722286076,0.8585185467119786,0.8586679211953494,0.8588172956787203,0.867319233900143,0.8636022519190272,0.8598852699379115,0.8561682879567957,0.8507638600842684,0.8665407505942563,0.8823176411042443,0.8980945316142321,0.9151024236932455,0.9321103157722588,0.949118207851272,0.9661260999302853,0.9477675395499205,0.9294089791695559,0.9110504187891911,0.8926918584088265,0.8743332980284617,0.8689632148694021,0.8879758503861637,0.9069884859029251,0.9260011214196867,0.9293442889434306,0.9086332688510788,0.8879222487587268,0.0
HD183324,0.49298486681647224,0.06430651183222355,0.0,0.5699424033829992,0.6585786321505046,0.6659774542993364,0.6733762764481682,0.680775098597,0.6881739207458318,0.6955727428946636,0.7029715650434954,0.7103703871923273,0.7177692093411591,0.7251680314899909,0.7325668536388227,0.7399656757876545,0.7473644979364863,0.7547633200853181,0.7621621422341499,0.7695609643829817,0.7769597865318135,0.7843586086806453,0.7917574308294771,0.799156252978309,0.8065550751271408,0.8139538972759726,0.8213527194248044,0.8287515415736362,0.836150363722468,0.8435491858712998,0.8509480080201316,0.8583468301689634,0.9291734150844817,1.0,0.751397129232166,0.502794258464332,0.7325421174901303,0.9622899765159285,0.8722621452204784,0.7822343139250282,0.6922064826295781,0.6658562796660596,0.6395060767025413,0.5612631579625766,0.48302023922261195,0.4047773204826472,0.290169289708996,0.17556125893534483,0.11348420491102681,0.051407150886708816,0.15358446092250957,0.3648405617031216,0.5760966624837336,0.39513348741689014,0.4006332076962001,0.40613292797551004,0.42549596999723666,0.4448590120189633,0.46422205404068984,0.48358509606241645,0.5029481380841431,0.5223111801058696,0.5416742221275963,0.5610372641493229,0.5804003061710494,0.5997633481927761,0.6191263902145027,0.6384894322362293,0.6578524742579559,0.6772155162796825,0.696578558301409,0.7159416003231357,0.7353046423448624,0.7546676843665889,0.7740307263883155,0.793393768410042,0.8127568104317687,0.8321198524534953,0.851482894475222,0.8708459364969485,0.8902089785186751,0.9095720205404018,0.9289350625621283,0.8841358137608102,0.8393365649594922,0.794537316158174,0.7973446456990964,0.8001519752400188,0.8029593047809411,0.8057666343218635,0.5953756122600399,0.7578788439820388,0.9203820757040377,0.4771112068014872,0.50913224955289,0.541153292304293,0.5731743350556958,0.4664567609258392,0.486498286122165,0.5065398113184908,0.5153925333135392,0.5242452553085877
KW_Hya,0.7706283398167648,0.5595286537359777,0.5323527580493018,0.6803189084451806,0.5156565738939802,0.7200059749032987,0.712404697795536,0.7048034206877731,0.6972021435800104,0.6896008664722477,0.681999589364485,0.6743983122567222,0.6667970351489595,0.6591957580411968,0.651594480933434,0.6439932038256713,0.6363919267179086,0.6287906496101459,0.621189372502383,0.6135880953946203,0.6059868182868575,0.5983855411790948,0.5907842640713321,0.5831829869635694,0.5755817098558066,0.5679804327480439,0.5492903110321954,0.5574921014830978,0.5267078280677479,0.5192417100219786,0.5117755919762094,0.5437897295973005,0.4933975031473095,0.5107011188123033,0.5389396225708714,0.5671781263294395,0.5954166300880076,0.6908769958951587,0.5845630563467479,0.7098796914697891,0.5678214437654705,0.6970518201615882,0.7774860303794543,0.6923087093834217,0.7158196988797162,0.764232612027435,0.6827842417158095,0.7028691855780231,0.7229541294402368,0.7430390733024504,0.763124017164664,0.7647625293200997,0.7708730114637262,0.7676110964965129,0.7916380511571914,0.7955807679366298,0.7623130557012374,0.8714013651087874,0.8363835160502513,0.7698620512600004,0.7143280004576509,0.6587939496553015,0.603259898852952,0.5477258480506025,0.492191797248253,0.43665774644590355,0.3811236956435541,0.3255896448412046,0.27005559403885515,0.21452154323650563,0.15898749243415616,0.13889297338429843,0.1187984543344407,0.13522414943633065,0.11935802184599735,0.10349189425566405,0.08361743142683109,0.06374296859799815,0.09603107551769084,0.12084634641699747,0.08826747380473554,0.05568860119247361,0.07837484197285154,0.10165076205133762,0.20020324401250256,0.2987557259736675,0.3973082079348324,0.5201958692274442,0.7538529994433854,0.7050389904903795,0.6148261818869517,0.6177993089418514,0.7104089311788563,0.5646769421201416,0.5372336802095741,0.5638115236644792,0.3911467108262591,0.4306859666441857,0.2271929522589655,0.09524829311561593,0.3032966527254955,0.7682959258706459
HD135591,0.6378406709794405,0.25274254684208175,0.3804335983846757,0.5081246499272696,0.6358157014698635,0.7635067530124575,0.8911978045550515,0.8962517605306999,0.8997100351796765,0.9031683098286533,0.9066265844776299,0.9100848591266065,0.9135431337755833,0.9170014084245599,0.9204596830735365,0.9239179577225133,0.9273762323714899,0.9308345070204666,0.9342927816694433,0.9377510563184199,0.9412093309673966,0.9446676056163733,0.9481258802653499,0.9515841549143266,0.9550424295633033,0.95850070421228,0.9619589788612566,0.9654172535102333,0.96887552815921,0.9723338028081866,0.9757920774571633,0.97925035210614,0.9827086267551166,0.9861669014040934,0.98962517605307,0.9930834507020466,0.9965417253510234,1.0,0.8103187454059699,0.6206374908119398,0.43095623621790957,0.2412749816238795,0.05159372702984933,0.25063804005134716,0.449682353072845,0.6487266660943428,0.8477709791158407,0.7306206928634538,0.6134704066110669,0.6120513013658422,0.6106321961206174,0.6092130908753927,0.6077939856301678,0.6063748803849431,0.6049557751397183,0.6035366698944936,0.6021175646492688,0.6006984594040441,0.5992793541588194,0.5978602489135946,0.5964411436683699,0.595022038423145,0.5936029331779203,0.5921838279326955,0.5907647226874708,0.5893456174422461,0.5879265121970213,0.5865074069517966,0.5850883017065718,0.5836691964613471,0.5822500912161223,0.5808309859708976,0.5794118807256727,0.577992775480448,0.288996387740224,0.0,0.013762724018331235,0.02752544803666247,0.0412881720549937,0.05505089607332494,0.06881362009165617,0.0825763441099874,0.09633906812831865,0.11010179214664988,0.1238645161649811,0.13762724018331235,0.15138996420164358,0.1651526882199748,0.17891541223830604,0.1926781362566373,0.20644086027496852,0.22020358429329975,0.23396630831163098,0.2477290323299622,0.26149175634829347,0.2752544803666247,0.28901720438495593,0.30277992840328716,0.3165426524216184,0.3303053764399496,0.38735182256939105,0.4443982686988324
HD148937,0.9897941079918179,0.4340279014829457,0.40001945554535606,0.3660110096077665,0.3320025636701769,0.2979941177325873,0.2639856717949977,0.2299772258574081,0.1959687799198185,0.16196033398222892,0.1279518880446393,0.09394344210704975,0.05993499616946013,0.025926550231870515,0.7463300815737351,0.9110332929519354,0.25402767290339423,0.4009761938958509,0.40903549346725654,0.43390093543541547,0.4587663774035744,0.48363181937173333,0.5075051532674117,0.5313784871630902,0.40635852537330586,0.35738303312310993,0.30840754087291394,0.30799211464902665,0.3075766884251394,0.3071612622012521,0.3067458359773648,0.30633040975347753,0.30591498352959023,0.305499557305703,0.3050841310818157,0.3355845878838713,0.36608504468592684,0.39658550148798244,0.2808847008743225,0.1651839002606626,0.24331989386793684,0.32145588747521103,0.3995918810824853,0.4777278746897595,0.44815261438041193,0.41857735407106433,0.38900209376171674,0.35942683345236914,0.32985157314302155,0.30027631283367395,0.2243999445321117,0.14852357623054946,0.5251778262124811,0.7427900449403396,0.9604022636681981,0.7060223870268033,0.966063589020658,0.7730901811301101,0.6419653337427038,0.5108404863552976,0.3797156389678913,0.681126146239674,0.9825366535114568,0.9780535876668457,0.9175100274400496,0.9772744392640302,0.5769411206859449,0.17660780210785978,0.1314038859357495,0.08619996976363922,0.08089940268480474,0.07559883560597024,0.07029826852713575,0.06499770144830125,0.05969713436946676,0.0801419993078495,0.10058686424623224,0.12103172918461498,0.13420217929230938,0.14737262940000379,0.1605430795076982,0.19660814700859344,0.2326732145094887,0.7339568895662676,0.0,0.5025310510848908,0.61710187779529,0.00419311472563745,0.36931048413655077,0.09720377548058869,0.267981650263786,0.43875952504698335,0.40200716607620224,0.3652548071054211,0.32850244813463997,0.2682343171025686,0.20796618607049727,0.14769805503842592,0.5669612695957237,0.46475873268730633,0.362556195778889,0.2603536588704716
HD319699,0.6403599107235644,0.5635976220643916,0.5202439588286691,0.4768902955929467,0.4335366323572243,0.39018296912150185,0.3468293058857794,0.303475642650057,0.26012197941433457,0.21676831617861214,0.1734146529428897,0.13006098970716728,0.08670732647144486,0.04335366323572243,0.0,0.1,0.2,0.30000000000000004,0.4,0.5,0.6000000000000001,0.7000000000000001,0.8,0.9,1.0,0.9860025293823343,0.9720050587646687,0.9580075881470029,0.9440101175293373,0.9300126469116716,0.916015176294006,0.9020177056763403,0.8880202350586747,0.874022764441009,0.8600252938233433,0.8460278232056776,0.832030352588012,0.8180328819703463,0.8040354113526806,0.7900379407350149,0.7760404701173492,0.7620429994996836,0.7480455288820179,0.7340480582643523,0.7200505876466865,0.706053117029021,0.6920556464113552,0.6780581757936895,0.6640607051760239,0.6500632345583581,0.6360657639406926,0.6220682933230268,0.6080708227053612,0.5940733520876955,0.5636945613675359,0.5333157706473763,0.5029369799272168,0.47255818920705717,0.4421793984868976,0.41180060776673794,0.38142181704657835,0.35104302632641876,0.3206642356062592,0.2902854448860996,0.25990665416594,0.22952786344578036,0.19914907272562077,0.16877028200546118,0.1383914912853016,0.108012700565142,0.07763390984498239,0.0781834706675713,0.0787330314901602,0.0792825923127491,0.07983215313533801,0.08038171395792691,0.08093127478051582,0.08148083560310472,0.08203039642569362,0.08257995724828253,0.08312951807087143,0.08367907889346034,0.08422863971604924,0.08477820053863815,0.08532776136122705,0.08587732218381597,0.08642688300640486,0.08697644382899378,0.08752600465158267,0.08807556547417159,0.08862512629676049,0.0891746871193494,0.0897242479419383,0.0902738087645272,0.0908233695871161,0.09137293040970501,0.09192249123229392,0.09247205205488282,0.09302161287747172,0.09357117370006063,0.09412073452264953,0.09467029534523844
